model,repeat_index,actual_score,expected_score,elapsed_seconds,game_log_path
gpt-4.1,139,550,556.0,60.784,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r139.log
gpt-5.1,138,596,576.0,63.452,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r138.log
gpt-4.1,138,456,576.0,63.627,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r138.log
gpt-4o-mini,145,466,428.0,54.201,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r145.log
gpt-5.1,142,238,244.0,56.955,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r142.log
gpt-4.1,145,564,576.0,55.547,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r145.log
gpt-4o-mini,135,322,388.0,74.47,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r135.log
gpt-4o-mini,150,232,232,48.768,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r150.log
gpt-5.4,150,240,240,45.82,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r150.log
gpt-5.1,143,426,468.0,59.463,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r143.log
gpt-5.1,146,240,240,54.165,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r146.log
gpt-4o-mini,134,416,432.0,77.225,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r134.log
gpt-5.4,148,240,240,51.094,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r148.log
gpt-4o-mini,146,270,276.0,56.928,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r146.log
gpt-5.1,145,348,376.0,59.821,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r145.log
gpt-5.4,149,552,576.0,52.79,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.4_r149.log
gpt-5.1,144,548,576.0,62.916,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r144.log
gpt-5.1,140,500,480.0,68.793,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r140.log
gpt-5.1,149,608,576.0,55.921,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r149.log
gpt-4o-mini,138,480,512.0,76.033,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r138.log
gpt-5.1,150,240,240,54.7,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r150.log
gpt-4.1,148,616,568.0,59.034,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4.1_r148.log
gpt-5.1,148,454,572.0,60.901,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r148.log
gpt-4o-mini,139,554,492.0,78.665,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r139.log
gpt-4o-mini,144,366,420.0,72.91,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r144.log
gpt-4o-mini,140,402,412.0,79.257,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r140.log
gpt-5.1,147,512,576.0,68.159,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-5.1_r147.log
gpt-4o-mini,147,232,232,69.274,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r147.log
gpt-4o-mini,143,444,440.0,78.003,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r143.log
gpt-4o-mini,142,408,400.0,79.52,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r142.log
gpt-4o-mini,148,232,232,70.608,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r148.log
gpt-4o-mini,149,528,440.0,74.481,/Users/jaeholee0404/Documents/GitHub/Multi-Armed-Manipulation-Evaluation/results/async_solo_50x30_extra/openai-none/game_logs/gpt-4o-mini_r149.log
